curs,any,nom_estudis,nom_ensenyament,nivell,alumnes,alumnes_dones,alumnes_homes,unitats,n_centres
2020/2021,2020,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,5,5,0,0,1
2020/2021,2020,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,2,2,0,1
2020/2021,2020,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,2,1,0,1
2020/2021,2020,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,2
2020/2021,2020,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,GUITARRA,1,61,24,37,0,21
2020/2021,2020,MÚSICA,GUITARRA,2,49,23,26,0,22
2020/2021,2020,MÚSICA,GUITARRA,3,55,21,34,0,20
2020/2021,2020,MÚSICA,GUITARRA,4,48,20,28,0,20
2020/2021,2020,MÚSICA,GUITARRA,5,54,29,25,0,17
2020/2021,2020,MÚSICA,GUITARRA,6,46,24,22,0,18
2020/2021,2020,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,7,2,5,0,2
2020/2021,2020,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,7,2,5,0,2
2020/2021,2020,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,3,1,2,0,1
2020/2021,2020,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,1,2,0,2
2020/2021,2020,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,3,0,3,0,1
2020/2021,2020,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,3,0,3,0,1
2020/2021,2020,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,1,5,1,4,0,4
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,2,6,1,5,0,5
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,3,5,1,4,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,4,4,0,4,0,4
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,5,11,1,10,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA,6,10,2,8,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,21,0,21,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,17,0,17,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,21,4,17,0,3
2020/2021,2020,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,43,1,42,0,3
2020/2021,2020,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,8,1,7,0,3
2020/2021,2020,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,5,0,5,0,3
2020/2021,2020,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,6,0,6,0,3
2020/2021,2020,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,5,0,5,0,2
2020/2021,2020,MÚSICA,INSTRUMENTS DE CORDA POLSADA,4,1,0,1,0,1
2020/2021,2020,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,0,1,0,1
2020/2021,2020,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),2,1,0,1,0,1
2020/2021,2020,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,INSTRUMENTS PROPIS D'ALTRES TRADICIONS I FOLKLORES (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,1,0,1,0,1
2020/2021,2020,MÚSICA,OBOÈ,1,13,5,8,0,8
2020/2021,2020,MÚSICA,OBOÈ,2,16,8,8,0,13
2020/2021,2020,MÚSICA,OBOÈ,3,10,4,6,0,8
2020/2021,2020,MÚSICA,OBOÈ,4,14,11,3,0,9
2020/2021,2020,MÚSICA,OBOÈ,5,13,10,3,0,11
2020/2021,2020,MÚSICA,OBOÈ,6,17,5,12,0,11
2020/2021,2020,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,2,0,0,1
2020/2021,2020,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,3,0,3,0,2
2020/2021,2020,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,0,2,0,1
2020/2021,2020,MÚSICA,ORGUE,1,2,1,1,0,1
2020/2021,2020,MÚSICA,ORGUE,2,1,0,1,0,1
2020/2021,2020,MÚSICA,ORGUE,3,4,0,4,0,3
2020/2021,2020,MÚSICA,ORGUE,5,1,0,1,0,1
2020/2021,2020,MÚSICA,ORGUE,6,2,0,2,0,2
2020/2021,2020,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,1,0,1,0,1
2020/2021,2020,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2020/2021,2020,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,3,0,3,0,1
2020/2021,2020,MÚSICA,PEDAGOGIA DE L'INSTRUMENT,3,8,6,2,0,1
2020/2021,2020,MÚSICA,PEDAGOGIA DE L'INSTRUMENT,4,10,4,6,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ,1,17,4,13,0,11
2020/2021,2020,MÚSICA,PERCUSSIÓ,2,20,3,17,0,12
2020/2021,2020,MÚSICA,PERCUSSIÓ,3,14,3,11,0,9
2020/2021,2020,MÚSICA,PERCUSSIÓ,4,19,6,13,0,10
2020/2021,2020,MÚSICA,PERCUSSIÓ,5,15,2,13,0,13
2020/2021,2020,MÚSICA,PERCUSSIÓ,6,17,2,15,0,9
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,0,2,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,1,3,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),2,2,0,2,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),3,1,0,1,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),4,2,0,2,0,2
2020/2021,2020,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),5,1,0,1,0,1
2020/2021,2020,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),6,1,0,1,0,1
2020/2021,2020,MÚSICA,PIANO,1,164,93,71,0,28
2020/2021,2020,MÚSICA,PIANO,2,147,89,58,0,25
2020/2021,2020,MÚSICA,PIANO,3,138,71,67,0,22
2020/2021,2020,MÚSICA,PIANO,4,117,74,43,0,24
2020/2021,2020,MÚSICA,PIANO,5,142,90,52,0,24
2020/2021,2020,MÚSICA,PIANO,6,206,133,73,0,26
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,32,18,14,0,2
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,26,11,15,0,2
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,26,12,14,0,2
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,21,10,11,0,2
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,10,4,6,0,4
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,14,4,10,0,3
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,10,2,8,0,3
2020/2021,2020,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,15,4,11,0,2
2020/2021,2020,MÚSICA,PRODUCCIÓ I GESTIÓ,1,7,5,2,0,2
2020/2021,2020,MÚSICA,PRODUCCIÓ I GESTIÓ,2,7,4,3,0,2
2020/2021,2020,MÚSICA,PRODUCCIÓ I GESTIÓ,3,6,1,5,0,1
2020/2021,2020,MÚSICA,SAXÒFON,1,37,14,23,0,21
2020/2021,2020,MÚSICA,SAXÒFON,2,28,8,20,0,13
2020/2021,2020,MÚSICA,SAXÒFON,3,23,5,18,0,15
2020/2021,2020,MÚSICA,SAXÒFON,4,28,10,18,0,13
2020/2021,2020,MÚSICA,SAXÒFON,5,23,12,11,0,15
2020/2021,2020,MÚSICA,SAXÒFON,6,25,8,17,0,12
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,1,3,0,2
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,2,0,2,0,1
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,7,3,4,0,2
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,1,1,0,1
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,9,2,7,0,3
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,7,2,5,0,2
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,4,2,2,0,2
2020/2021,2020,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,15,2,13,0,3
2020/2021,2020,MÚSICA,SENSE MODALITAT (DIRECCIÓ),1,5,1,4,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (DIRECCIÓ),2,2,1,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (DIRECCIÓ),3,5,1,4,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (DIRECCIÓ),4,2,1,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,0,2,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,18,6,12,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,18,9,9,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,1,2,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,0,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,6,0,6,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,9,1,8,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,7,1,6,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,0,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),2,3,0,3,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),3,4,1,3,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),1,6,2,4,0,2
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),2,4,3,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),3,3,1,2,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),4,2,1,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),1,9,7,2,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),2,1,1,0,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),3,4,2,2,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),4,2,1,1,0,1
2020/2021,2020,MÚSICA,SENSE MODALITAT (PEDAGOGIA),1,28,17,11,0,3
2020/2021,2020,MÚSICA,SENSE MODALITAT (PEDAGOGIA),2,33,17,16,0,3
2020/2021,2020,MÚSICA,SENSE MODALITAT (PEDAGOGIA),3,33,20,13,0,2
2020/2021,2020,MÚSICA,SENSE MODALITAT (PEDAGOGIA),4,27,16,11,0,2
2020/2021,2020,MÚSICA,SONOLOGIA,1,3,1,2,0,1
2020/2021,2020,MÚSICA,SONOLOGIA,2,5,0,5,0,1
2020/2021,2020,MÚSICA,SONOLOGIA,3,9,2,7,0,2
2020/2021,2020,MÚSICA,SONOLOGIA,4,1,0,1,0,1
2020/2021,2020,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,1
2020/2021,2020,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,2,0,2,0,2
2020/2021,2020,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,3,0,3,0,3
2020/2021,2020,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,5,1,4,0,2
2020/2021,2020,MÚSICA,TENORA,1,1,1,0,0,1
2020/2021,2020,MÚSICA,TENORA,2,2,1,1,0,1
2020/2021,2020,MÚSICA,TENORA,3,1,0,1,0,1
2020/2021,2020,MÚSICA,TENORA,4,3,0,3,0,2
2020/2021,2020,MÚSICA,TENORA,5,1,1,0,0,1
2020/2021,2020,MÚSICA,TENORA (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,2,0,2,0,1
2020/2021,2020,MÚSICA,TENORA (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,1,0,1,0,1
2020/2021,2020,MÚSICA,TIBLE,1,1,1,0,0,1
2020/2021,2020,MÚSICA,TIBLE,3,1,1,0,0,1
2020/2021,2020,MÚSICA,TIBLE,4,1,1,0,0,1
2020/2021,2020,MÚSICA,TIBLE,5,1,0,1,0,1
2020/2021,2020,MÚSICA,TIBLE,6,1,0,1,0,1
2020/2021,2020,MÚSICA,TIBLE (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMBÓ,1,25,6,19,0,16
2020/2021,2020,MÚSICA,TROMBÓ,2,15,5,10,0,11
2020/2021,2020,MÚSICA,TROMBÓ,3,18,3,15,0,11
2020/2021,2020,MÚSICA,TROMBÓ,4,13,2,11,0,9
2020/2021,2020,MÚSICA,TROMBÓ,5,13,2,11,0,8
2020/2021,2020,MÚSICA,TROMBÓ,6,16,2,14,0,10
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,0,2,0,2
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,0,4,0,1
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,2
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,3,1,2,0,2
2020/2021,2020,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMBÓ-FISCORN BAIX (MÚSICA TRADICIONAL),5,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMBÓ-FISCORN BAIX (MÚSICA TRADICIONAL),6,1,1,0,0,1
2020/2021,2020,MÚSICA,TROMPA,1,17,6,11,0,12
2020/2021,2020,MÚSICA,TROMPA,2,12,3,9,0,10
2020/2021,2020,MÚSICA,TROMPA,3,18,5,13,0,12
2020/2021,2020,MÚSICA,TROMPA,4,5,3,2,0,5
2020/2021,2020,MÚSICA,TROMPA,5,13,3,10,0,7
2020/2021,2020,MÚSICA,TROMPA,6,8,2,6,0,7
2020/2021,2020,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,1,3,0,2
2020/2021,2020,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,6,1,5,0,2
2020/2021,2020,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,2,1,1,0,2
2020/2021,2020,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,2,1,0,1
2020/2021,2020,MÚSICA,TROMPA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMPETA,1,28,13,15,0,17
2020/2021,2020,MÚSICA,TROMPETA,2,23,4,19,0,13
2020/2021,2020,MÚSICA,TROMPETA,3,31,9,22,0,17
2020/2021,2020,MÚSICA,TROMPETA,4,24,7,17,0,15
2020/2021,2020,MÚSICA,TROMPETA,5,24,8,16,0,17
2020/2021,2020,MÚSICA,TROMPETA,6,32,5,27,0,18
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,9,3,6,0,2
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,3,2,1,0,2
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,0,4,0,2
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,3,0,3,0,2
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,6,1,5,0,3
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,6,2,4,0,3
2020/2021,2020,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,8,0,8,0,3
2020/2021,2020,MÚSICA,TUBA,1,4,0,4,0,4
2020/2021,2020,MÚSICA,TUBA,2,2,0,2,0,2
2020/2021,2020,MÚSICA,TUBA,3,3,1,2,0,3
2020/2021,2020,MÚSICA,TUBA,4,5,1,4,0,3
2020/2021,2020,MÚSICA,TUBA,5,2,0,2,0,1
2020/2021,2020,MÚSICA,TUBA,6,6,0,6,0,4
2020/2021,2020,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,2,2,0,2
2020/2021,2020,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2020/2021,2020,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,0,1,0,1
2020/2021,2020,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,0,1,0,1
2020/2021,2020,MÚSICA,VIOLA,1,24,17,7,0,13
2020/2021,2020,MÚSICA,VIOLA,2,22,12,10,0,15
2020/2021,2020,MÚSICA,VIOLA,3,23,16,7,0,13
2020/2021,2020,MÚSICA,VIOLA,4,21,17,4,0,17
2020/2021,2020,MÚSICA,VIOLA,5,25,21,4,0,13
2020/2021,2020,MÚSICA,VIOLA,6,14,11,3,0,13
2020/2021,2020,MÚSICA,VIOLA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,11,8,3,0,2
2020/2021,2020,MÚSICA,VIOLA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,8,4,4,0,2
2020/2021,2020,MÚSICA,VIOLA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,7,4,3,0,2
2020/2021,2020,MÚSICA,VIOLA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,4,2,2,0,2
2020/2021,2020,MÚSICA,VIOLONCEL,1,31,19,12,0,18
2020/2021,2020,MÚSICA,VIOLONCEL,2,41,28,13,0,19
2020/2021,2020,MÚSICA,VIOLONCEL,3,56,38,18,0,20
2020/2021,2020,MÚSICA,VIOLONCEL,4,38,25,13,0,20
2020/2021,2020,MÚSICA,VIOLONCEL,5,42,28,14,0,16
2020/2021,2020,MÚSICA,VIOLONCEL,6,47,31,16,0,23
2020/2021,2020,MÚSICA,VIOLONCEL (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,11,8,3,0,2
2020/2021,2020,MÚSICA,VIOLONCEL (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,13,7,6,0,2
2020/2021,2020,MÚSICA,VIOLONCEL (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,8,4,4,0,2
2020/2021,2020,MÚSICA,VIOLONCEL (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,14,9,5,0,2
2020/2021,2020,MÚSICA,VIOLONCEL BARROC (INTERPRETACIÓ: MÚSICA ANTIGA),2,2,1,1,0,1
2020/2021,2020,MÚSICA,VIOLÍ,1,115,73,42,0,24
2020/2021,2020,MÚSICA,VIOLÍ,2,96,63,33,0,23
2020/2021,2020,MÚSICA,VIOLÍ,3,92,62,30,0,25
2020/2021,2020,MÚSICA,VIOLÍ,4,124,88,36,0,25
2020/2021,2020,MÚSICA,VIOLÍ,5,85,61,24,0,23
2020/2021,2020,MÚSICA,VIOLÍ,6,108,75,33,0,22
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,17,10,7,0,2
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,17,10,7,0,1
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,12,5,7,0,2
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,12,9,3,0,1
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,1,1,0,1
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,2,0,2,0,2
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,2,1,1,0,2
2020/2021,2020,MÚSICA,VIOLÍ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,1,0,0,1
2020/2021,2020,MÚSICA,VIOLÍ I VIOLA BARROCS (INTERPRETACIÓ: MÚSICA ANTIGA),1,1,0,1,0,1
2020/2021,2020,MÚSICA,VIOLÍ I VIOLA BARROCS (INTERPRETACIÓ: MÚSICA ANTIGA),2,1,0,1,0,1
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'ACTIVITATS AGROPECUÀRIES,1,77,13,64,0,5
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'ACTIVITATS D'OFICINA I DE SERVEIS ADMINISTRATIUS GENERALS,1,458,217,241,0,29
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'ACTIVITATS FORESTALS,1,46,2,44,0,3
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'ARTS GRÀFIQUES I SERIGRAFIA,1,129,45,84,0,10
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'HOTELERIA: CUINA I CÀTERING,1,85,26,59,0,7
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'HOTELERIA: CUINA I SERVEIS DE RESTAURACIÓ,1,844,287,557,0,48
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'IMATGE PERSONAL: PERRUQUERIA I ESTÈTICA,1,512,416,96,0,28
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'OBRES D'INTERIOR I PINTURA,1,36,1,35,0,2
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR D'OPERACIONS EN AEROPORTS,1,15,3,12,0,1
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR DE COMERÇ I ATENCIÓ AL PÚBLIC,1,276,119,157,0,19
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR DE CONFECCIÓ EN TÈXTIL I PELL,1,35,19,16,0,4
2020/2021,2020,PROGRAMA DE FORMACIÓ I INSERCIÓ,AUXILIAR DE CONSTRUCCIÓ,1,76,0,76,0,5
